id,image,pixel_bbox,gps_top_left,gps_bottom_right
515,tile_17442_14592.tif,"[430, 652, 466, 681]","(238993.8218772713, 8062501.607153502)","(238994.1278772713, 8062501.360653502)"
516,tile_17442_16416.tif,"[746, 152, 793, 190]","(239012.0118772713, 8062505.857153502)","(239012.4113772713, 8062505.5341535015)"
517,tile_17442_16416.tif,"[700, 695, 727, 728]","(239011.62087727129, 8062501.241653502)","(239011.85037727127, 8062500.961153502)"
518,tile_17442_16416.tif,"[883, 500, 913, 539]","(239013.17637727127, 8062502.899153502)","(239013.43137727128, 8062502.567653502)"
519,tile_17442_16416.tif,"[1191, 595, 1212, 624]","(239015.7943772713, 8062502.091653502)","(239015.97287727127, 8062501.845153502)"
520,tile_17442_16416.tif,"[333, 43, 382, 84]","(239008.50137727128, 8062506.783653502)","(239008.91787727128, 8062506.435153502)"
521,tile_17442_1824.tif,"[216, 25, 254, 56]","(238883.47487727128, 8062506.936653502)","(238883.79787727128, 8062506.673153502)"
522,tile_17442_1824.tif,"[1635, 224, 1676, 259]","(238895.53637727126, 8062505.245153502)","(238895.88487727128, 8062504.947653502)"
523,tile_17442_1824.tif,"[781, 21, 801, 47]","(238888.27737727127, 8062506.970653502)","(238888.44737727128, 8062506.749653502)"
524,tile_17442_1824.tif,"[41, 844, 67, 874]","(238881.98737727126, 8062499.975153502)","(238882.20837727128, 8062499.720153502)"
525,tile_17442_1824.tif,"[767, 671, 802, 698]","(238888.15837727126, 8062501.445653502)","(238888.45587727128, 8062501.2161535015)"
526,tile_17442_18240.tif,"[14, 946, 60, 991]","(239021.2938772713, 8062499.1081535015)","(239021.6848772713, 8062498.725653502)"
527,tile_17442_18240.tif,"[39, 855, 63, 894]","(239021.5063772713, 8062499.881653502)","(239021.7103772713, 8062499.550153502)"
528,tile_17442_18240.tif,"[11, 606, 53, 630]","(239021.26837727128, 8062501.998153502)","(239021.6253772713, 8062501.794153502)"
529,tile_17442_18240.tif,"[6, 960, 53, 1005]","(239021.2258772713, 8062498.989153502)","(239021.6253772713, 8062498.606653502)"
530,tile_17442_18240.tif,"[18, 780, 51, 803]","(239021.32787727128, 8062500.519153502)","(239021.6083772713, 8062500.323653502)"
531,tile_17442_3648.tif,"[111, 404, 139, 446]","(238898.08637727128, 8062503.715153502)","(238898.3243772713, 8062503.3581535015)"
532,tile_17442_3648.tif,"[682, 167, 714, 206]","(238902.93987727127, 8062505.729653502)","(238903.21187727127, 8062505.398153502)"
533,tile_17442_3648.tif,"[429, 78, 464, 122]","(238900.78937727129, 8062506.486153502)","(238901.08687727127, 8062506.112153502)"
534,tile_17442_3648.tif,"[875, 523, 921, 558]","(238904.58037727128, 8062502.703653502)","(238904.9713772713, 8062502.406153502)"
535,tile_17442_3648.tif,"[962, 473, 999, 501]","(238905.31987727128, 8062503.128653502)","(238905.6343772713, 8062502.890653502)"
536,tile_17442_5472.tif,"[433, 959, 475, 991]","(238916.32737727126, 8062498.997653502)","(238916.68437727127, 8062498.725653502)"
537,tile_17442_5472.tif,"[1360, 566, 1388, 591]","(238924.20687727127, 8062502.338153502)","(238924.44487727128, 8062502.125653502)"
538,tile_17442_5472.tif,"[567, 404, 613, 446]","(238917.46637727128, 8062503.715153502)","(238917.85737727128, 8062503.3581535015)"
539,tile_17442_5472.tif,"[1551, 888, 1578, 908]","(238925.83037727128, 8062499.601153502)","(238926.05987727127, 8062499.431153502)"
540,tile_17442_5472.tif,"[72, 789, 106, 817]","(238913.25887727126, 8062500.442653502)","(238913.54787727128, 8062500.2046535015)"
541,tile_17442_7296.tif,"[1241, 951, 1271, 985]","(238938.6993772713, 8062499.065653502)","(238938.9543772713, 8062498.776653502)"
542,tile_17442_7296.tif,"[801, 813, 848, 834]","(238934.9593772713, 8062500.2386535015)","(238935.3588772713, 8062500.060153502)"
543,tile_17442_7296.tif,"[1109, 411, 1139, 456]","(238937.5773772713, 8062503.655653502)","(238937.8323772713, 8062503.273153502)"
544,tile_17442_7296.tif,"[982, 805, 1012, 852]","(238936.4978772713, 8062500.306653502)","(238936.7528772713, 8062499.907153502)"
545,tile_17442_7296.tif,"[308, 397, 329, 446]","(238930.76887727127, 8062503.774653502)","(238930.94737727128, 8062503.3581535015)"
546,tile_17442_9120.tif,"[373, 324, 410, 353]","(238946.82537727128, 8062504.395153502)","(238947.1398772713, 8062504.148653502)"
547,tile_17442_9120.tif,"[424, 705, 447, 754]","(238947.25887727126, 8062501.156653502)","(238947.45437727126, 8062500.740153502)"
548,tile_17442_9120.tif,"[1130, 705, 1151, 747]","(238953.25987727128, 8062501.156653502)","(238953.43837727126, 8062500.799653502)"
549,tile_17442_9120.tif,"[255, 905, 279, 928]","(238945.82237727128, 8062499.456653502)","(238946.02637727128, 8062499.261153502)"
550,tile_17442_9120.tif,"[357, 106, 381, 146]","(238946.68937727128, 8062506.248153502)","(238946.89337727128, 8062505.908153502)"
551,tile_18468_0.tif,"[206, 538, 231, 583]","(238867.88587727127, 8062493.855153502)","(238868.0983772713, 8062493.472653502)"
552,tile_18468_0.tif,"[1095, 848, 1115, 883]","(238875.44237727128, 8062491.220153502)","(238875.6123772713, 8062490.922653502)"
553,tile_18468_0.tif,"[1526, 852, 1560, 880]","(238879.10587727127, 8062491.186153502)","(238879.3948772713, 8062490.948153502)"
554,tile_18468_0.tif,"[1135, 453, 1157, 491]","(238875.78237727127, 8062494.577653502)","(238875.96937727128, 8062494.254653502)"
555,tile_18468_0.tif,"[719, 355, 767, 386]","(238872.24637727128, 8062495.410653502)","(238872.65437727128, 8062495.147153502)"
556,tile_18468_10944.tif,"[1575, 860, 1612, 880]","(238972.5463772713, 8062491.118153502)","(238972.86087727128, 8062490.948153502)"
557,tile_18468_10944.tif,"[339, 129, 379, 173]","(238962.04037727127, 8062497.331653502)","(238962.3803772713, 8062496.957653502)"
558,tile_18468_10944.tif,"[1529, 389, 1550, 413]","(238972.1553772713, 8062495.121653502)","(238972.33387727127, 8062494.917653502)"
559,tile_18468_10944.tif,"[53, 673, 91, 705]","(238959.6093772713, 8062492.707653502)","(238959.9323772713, 8062492.435653502)"
560,tile_18468_10944.tif,"[1380, 182, 1426, 223]","(238970.8888772713, 8062496.8811535025)","(238971.2798772713, 8062496.532653502)"
561,tile_18468_12768.tif,"[1142, 170, 1180, 203]","(238984.36987727127, 8062496.983153502)","(238984.69287727127, 8062496.702653502)"
562,tile_18468_12768.tif,"[495, 864, 529, 901]","(238978.87037727126, 8062491.084153502)","(238979.15937727128, 8062490.769653502)"
563,tile_18468_12768.tif,"[1385, 39, 1428, 88]","(238986.43537727126, 8062498.096653502)","(238986.80087727128, 8062497.680153502)"
564,tile_18468_12768.tif,"[1193, 635, 1221, 680]","(238984.80337727128, 8062493.030653502)","(238985.04137727126, 8062492.6481535025)"
565,tile_18468_12768.tif,"[485, 813, 523, 857]","(238978.78537727127, 8062491.517653502)","(238979.10837727127, 8062491.143653502)"
566,tile_18468_14592.tif,"[1150, 262, 1197, 297]","(238999.94187727128, 8062496.201153502)","(239000.34137727128, 8062495.903653502)"
567,tile_18468_14592.tif,"[1207, 152, 1254, 201]","(239000.4263772713, 8062497.136153502)","(239000.8258772713, 8062496.719653502)"
568,tile_18468_14592.tif,"[1608, 670, 1652, 718]","(239003.8348772713, 8062492.733153502)","(239004.2088772713, 8062492.325153502)"
569,tile_18468_14592.tif,"[1101, 10, 1138, 47]","(238999.5253772713, 8062498.343153502)","(238999.8398772713, 8062498.028653502)"
570,tile_18468_14592.tif,"[454, 38, 492, 84]","(238994.02587727128, 8062498.105153502)","(238994.3488772713, 8062497.714153502)"
571,tile_18468_16416.tif,"[1745, 671, 1790, 700]","(239020.50337727126, 8062492.724653502)","(239020.88587727127, 8062492.478153502)"
572,tile_18468_16416.tif,"[879, 539, 904, 586]","(239013.1423772713, 8062493.846653502)","(239013.35487727128, 8062493.447153502)"
573,tile_18468_16416.tif,"[1566, 872, 1595, 909]","(239018.9818772713, 8062491.016153502)","(239019.22837727127, 8062490.701653502)"
574,tile_18468_16416.tif,"[984, 73, 1025, 112]","(239014.03487727128, 8062497.807653502)","(239014.38337727127, 8062497.476153502)"
575,tile_18468_16416.tif,"[1106, 379, 1153, 408]","(239015.0718772713, 8062495.206653502)","(239015.4713772713, 8062494.960153502)"
576,tile_18468_1824.tif,"[1635, 769, 1680, 809]","(238895.53637727126, 8062491.891653502)","(238895.91887727127, 8062491.5516535025)"
577,tile_18468_1824.tif,"[1288, 819, 1310, 840]","(238892.58687727127, 8062491.466653502)","(238892.77387727128, 8062491.288153502)"
578,tile_18468_1824.tif,"[578, 485, 614, 531]","(238886.55187727127, 8062494.305653502)","(238886.85787727128, 8062493.914653502)"
579,tile_18468_1824.tif,"[663, 883, 687, 918]","(238887.27437727127, 8062490.922653502)","(238887.47837727127, 8062490.625153502)"
580,tile_18468_1824.tif,"[890, 466, 928, 507]","(238889.20387727127, 8062494.467153502)","(238889.52687727127, 8062494.118653502)"
581,tile_18468_18240.tif,"[36, 579, 83, 626]","(239021.4808772713, 8062493.506653502)","(239021.8803772713, 8062493.107153502)"
582,tile_18468_18240.tif,"[43, 750, 70, 771]","(239021.5403772713, 8062492.053153502)","(239021.7698772713, 8062491.874653502)"
583,tile_18468_18240.tif,"[30, 512, 62, 544]","(239021.4298772713, 8062494.076153502)","(239021.7018772713, 8062493.804153502)"
584,tile_18468_18240.tif,"[11, 393, 41, 434]","(239021.26837727128, 8062495.087653502)","(239021.52337727128, 8062494.7391535025)"
585,tile_18468_18240.tif,"[34, 901, 83, 937]","(239021.46387727128, 8062490.769653502)","(239021.8803772713, 8062490.463653502)"
586,tile_18468_3648.tif,"[109, 468, 131, 489]","(238898.06937727128, 8062494.450153502)","(238898.2563772713, 8062494.271653502)"
587,tile_18468_3648.tif,"[1300, 101, 1341, 129]","(238908.19287727127, 8062497.569653502)","(238908.5413772713, 8062497.331653502)"
588,tile_18468_3648.tif,"[1071, 893, 1112, 920]","(238906.24637727128, 8062490.837653502)","(238906.59487727127, 8062490.608153502)"
589,tile_18468_3648.tif,"[740, 750, 765, 773]","(238903.4328772713, 8062492.053153502)","(238903.64537727128, 8062491.857653502)"
590,tile_18468_3648.tif,"[29, 871, 72, 895]","(238897.3893772713, 8062491.024653502)","(238897.75487727128, 8062490.820653502)"
591,tile_18468_5472.tif,"[1605, 390, 1642, 428]","(238926.28937727129, 8062495.113153502)","(238926.60387727126, 8062494.7901535025)"
592,tile_18468_5472.tif,"[1554, 389, 1587, 413]","(238925.85587727127, 8062495.121653502)","(238926.13637727126, 8062494.917653502)"
593,tile_18468_5472.tif,"[452, 961, 474, 1006]","(238916.48887727127, 8062490.259653502)","(238916.67587727128, 8062489.877153502)"
594,tile_18468_5472.tif,"[1710, 951, 1739, 984]","(238927.18187727127, 8062490.344653502)","(238927.42837727128, 8062490.064153502)"
595,tile_18468_5472.tif,"[1340, 656, 1380, 682]","(238924.03687727128, 8062492.852153502)","(238924.37687727128, 8062492.6311535025)"
596,tile_18468_7296.tif,"[1185, 279, 1215, 323]","(238938.2233772713, 8062496.056653502)","(238938.4783772713, 8062495.682653502)"
597,tile_18468_7296.tif,"[1260, 407, 1298, 427]","(238938.86087727128, 8062494.968653502)","(238939.18387727128, 8062494.798653502)"
598,tile_18468_7296.tif,"[986, 617, 1006, 644]","(238936.53187727128, 8062493.183653502)","(238936.7018772713, 8062492.954153502)"
599,tile_18468_7296.tif,"[383, 965, 408, 1011]","(238931.40637727128, 8062490.225653502)","(238931.61887727128, 8062489.834653502)"
600,tile_18468_7296.tif,"[518, 387, 551, 432]","(238932.55387727128, 8062495.138653502)","(238932.8343772713, 8062494.7561535025)"
601,tile_18468_9120.tif,"[602, 882, 644, 926]","(238948.77187727127, 8062490.931153502)","(238949.12887727126, 8062490.5571535025)"
602,tile_18468_9120.tif,"[1461, 14, 1494, 50]","(238956.07337727127, 8062498.309153502)","(238956.35387727126, 8062498.003153502)"
603,tile_18468_9120.tif,"[1370, 168, 1416, 196]","(238955.29987727126, 8062497.000153502)","(238955.69087727126, 8062496.762153502)"
604,tile_18468_9120.tif,"[94, 970, 134, 991]","(238944.45387727127, 8062490.183153502)","(238944.79387727127, 8062490.004653502)"
605,tile_18468_9120.tif,"[387, 406, 421, 447]","(238946.94437727128, 8062494.977153502)","(238947.23337727127, 8062494.628653502)"
606,tile_19494_0.tif,"[1217, 614, 1265, 651]","(238876.4793772713, 8062484.488153502)","(238876.88737727128, 8062484.173653502)"
607,tile_19494_0.tif,"[598, 621, 642, 641]","(238871.2178772713, 8062484.428653502)","(238871.59187727128, 8062484.258653502)"
608,tile_19494_0.tif,"[1538, 785, 1574, 806]","(238879.20787727128, 8062483.0346535025)","(238879.5138772713, 8062482.856153502)"
609,tile_19494_0.tif,"[82, 168, 107, 208]","(238866.8318772713, 8062488.279153503)","(238867.0443772713, 8062487.939153502)"
610,tile_19494_0.tif,"[632, 619, 652, 654]","(238871.50687727128, 8062484.445653502)","(238871.6768772713, 8062484.1481535025)"
611,tile_19494_10944.tif,"[470, 286, 508, 322]","(238963.15387727128, 8062487.276153502)","(238963.47687727129, 8062486.970153502)"
612,tile_19494_10944.tif,"[646, 700, 677, 733]","(238964.6498772713, 8062483.757153502)","(238964.9133772713, 8062483.476653502)"
613,tile_19494_10944.tif,"[221, 511, 251, 535]","(238961.03737727128, 8062485.363653502)","(238961.29237727128, 8062485.1596535025)"
614,tile_19494_10944.tif,"[98, 247, 146, 293]","(238959.9918772713, 8062487.607653502)","(238960.3998772713, 8062487.216653503)"
615,tile_19494_10944.tif,"[739, 968, 784, 1002]","(238965.4403772713, 8062481.479153502)","(238965.82287727128, 8062481.190153502)"
616,tile_19494_12768.tif,"[868, 897, 894, 935]","(238982.04087727127, 8062482.082653502)","(238982.26187727126, 8062481.759653502)"
617,tile_19494_12768.tif,"[1730, 513, 1767, 551]","(238989.3678772713, 8062485.346653502)","(238989.68237727127, 8062485.023653503)"
618,tile_19494_12768.tif,"[573, 33, 606, 79]","(238979.53337727126, 8062489.4266535025)","(238979.81387727128, 8062489.035653502)"
619,tile_19494_12768.tif,"[1390, 126, 1417, 172]","(238986.47787727127, 8062488.636153502)","(238986.70737727126, 8062488.245153503)"
620,tile_19494_12768.tif,"[674, 859, 699, 888]","(238980.39187727126, 8062482.405653502)","(238980.6043772713, 8062482.159153502)"
621,tile_19494_14592.tif,"[617, 159, 665, 186]","(238995.4113772713, 8062488.355653502)","(238995.81937727128, 8062488.126153503)"
622,tile_19494_14592.tif,"[585, 696, 618, 720]","(238995.1393772713, 8062483.791153502)","(238995.41987727128, 8062483.587153502)"
623,tile_19494_14592.tif,"[709, 23, 737, 68]","(238996.1933772713, 8062489.5116535025)","(238996.43137727128, 8062489.129153502)"
624,tile_19494_14592.tif,"[613, 278, 641, 309]","(238995.3773772713, 8062487.344153502)","(238995.6153772713, 8062487.080653503)"
625,tile_19494_14592.tif,"[122, 447, 156, 495]","(238991.2038772713, 8062485.907653502)","(238991.4928772713, 8062485.499653502)"
626,tile_19494_16416.tif,"[620, 116, 665, 138]","(239010.94087727126, 8062488.721153502)","(239011.32337727127, 8062488.534153502)"
627,tile_19494_16416.tif,"[59, 83, 107, 132]","(239006.1723772713, 8062489.001653502)","(239006.58037727128, 8062488.585153502)"
628,tile_19494_16416.tif,"[1713, 437, 1736, 472]","(239020.23137727127, 8062485.992653502)","(239020.42687727127, 8062485.695153502)"
629,tile_19494_16416.tif,"[500, 518, 548, 562]","(239009.92087727127, 8062485.304153502)","(239010.32887727127, 8062484.930153502)"
630,tile_19494_16416.tif,"[875, 708, 906, 740]","(239013.10837727127, 8062483.689153502)","(239013.37187727127, 8062483.417153502)"
631,tile_19494_1824.tif,"[721, 299, 752, 321]","(238887.76737727126, 8062487.165653503)","(238888.03087727126, 8062486.978653502)"
632,tile_19494_1824.tif,"[98, 409, 128, 445]","(238882.47187727128, 8062486.230653502)","(238882.72687727126, 8062485.924653502)"
633,tile_19494_1824.tif,"[242, 726, 275, 761]","(238883.69587727127, 8062483.536153502)","(238883.97637727126, 8062483.238653502)"
634,tile_19494_1824.tif,"[877, 481, 921, 518]","(238889.09337727126, 8062485.618653502)","(238889.46737727127, 8062485.304153502)"
635,tile_19494_1824.tif,"[983, 132, 1032, 157]","(238889.99437727127, 8062488.585153502)","(238890.41087727126, 8062488.372653502)"
636,tile_19494_18240.tif,"[0, 143, 40, 177]","(239021.1748772713, 8062488.491653502)","(239021.5148772713, 8062488.202653502)"
637,tile_19494_18240.tif,"[44, 325, 81, 359]","(239021.5488772713, 8062486.944653502)","(239021.86337727128, 8062486.655653502)"
638,tile_19494_18240.tif,"[21, 833, 58, 865]","(239021.3533772713, 8062482.626653502)","(239021.66787727128, 8062482.354653502)"
639,tile_19494_18240.tif,"[31, 8, 73, 57]","(239021.4383772713, 8062489.639153502)","(239021.79537727128, 8062489.222653503)"
640,tile_19494_18240.tif,"[13, 364, 59, 411]","(239021.2853772713, 8062486.613153502)","(239021.6763772713, 8062486.213653502)"
641,tile_19494_3648.tif,"[33, 327, 70, 363]","(238897.42337727128, 8062486.927653502)","(238897.73787727128, 8062486.621653502)"
642,tile_19494_3648.tif,"[1390, 279, 1420, 320]","(238908.95787727128, 8062487.3356535025)","(238909.2128772713, 8062486.987153502)"
643,tile_19494_3648.tif,"[1305, 925, 1339, 974]","(238908.23537727128, 8062481.844653502)","(238908.52437727127, 8062481.428153502)"
644,tile_19494_3648.tif,"[1398, 282, 1424, 314]","(238909.02587727128, 8062487.310153502)","(238909.24687727127, 8062487.038153502)"
645,tile_19494_3648.tif,"[707, 421, 734, 445]","(238903.1523772713, 8062486.128653502)","(238903.38187727128, 8062485.924653502)"
646,tile_19494_5472.tif,"[692, 579, 720, 605]","(238918.52887727128, 8062484.785653502)","(238918.76687727126, 8062484.564653502)"
647,tile_19494_5472.tif,"[487, 191, 519, 226]","(238916.78637727126, 8062488.083653502)","(238917.05837727126, 8062487.786153502)"
648,tile_19494_5472.tif,"[874, 382, 919, 417]","(238920.07587727127, 8062486.460153502)","(238920.45837727128, 8062486.162653502)"
649,tile_19494_5472.tif,"[1700, 270, 1721, 314]","(238927.09687727128, 8062487.412153502)","(238927.27537727126, 8062487.038153502)"
650,tile_19494_5472.tif,"[117, 416, 149, 463]","(238913.64137727127, 8062486.171153503)","(238913.91337727127, 8062485.771653502)"
651,tile_19494_7296.tif,"[511, 954, 552, 986]","(238932.49437727127, 8062481.598153502)","(238932.8428772713, 8062481.326153502)"
652,tile_19494_7296.tif,"[461, 746, 487, 785]","(238932.06937727128, 8062483.366153502)","(238932.29037727127, 8062483.0346535025)"
653,tile_19494_7296.tif,"[496, 156, 537, 186]","(238932.3668772713, 8062488.3811535025)","(238932.7153772713, 8062488.126153503)"
654,tile_19494_7296.tif,"[1186, 73, 1213, 105]","(238938.2318772713, 8062489.086653502)","(238938.46137727128, 8062488.814653502)"
655,tile_19494_7296.tif,"[1185, 908, 1231, 937]","(238938.2233772713, 8062481.9891535025)","(238938.6143772713, 8062481.742653502)"
656,tile_19494_9120.tif,"[78, 129, 114, 167]","(238944.31787727127, 8062488.610653502)","(238944.62387727128, 8062488.287653502)"
657,tile_19494_9120.tif,"[535, 301, 578, 348]","(238948.2023772713, 8062487.148653503)","(238948.56787727127, 8062486.749153502)"
658,tile_19494_9120.tif,"[1578, 122, 1614, 149]","(238957.06787727127, 8062488.670153502)","(238957.37387727128, 8062488.440653502)"
659,tile_19494_9120.tif,"[494, 926, 520, 949]","(238947.85387727126, 8062481.836153503)","(238948.07487727128, 8062481.640653502)"
660,tile_19494_9120.tif,"[594, 929, 615, 956]","(238948.70387727127, 8062481.810653502)","(238948.88237727128, 8062481.581153502)"
661,tile_20520_0.tif,"[1114, 315, 1152, 339]","(238875.6038772713, 8062478.308653502)","(238875.9268772713, 8062478.104653502)"
662,tile_20520_0.tif,"[462, 107, 504, 144]","(238870.06187727128, 8062480.076653502)","(238870.4188772713, 8062479.762153503)"
663,tile_20520_0.tif,"[1557, 301, 1593, 325]","(238879.36937727127, 8062478.427653503)","(238879.67537727128, 8062478.223653502)"
664,tile_20520_0.tif,"[539, 399, 574, 428]","(238870.71637727128, 8062477.594653502)","(238871.0138772713, 8062477.348153503)"
665,tile_20520_0.tif,"[1139, 417, 1188, 465]","(238875.8163772713, 8062477.441653502)","(238876.23287727128, 8062477.033653502)"
666,tile_20520_10944.tif,"[554, 580, 585, 608]","(238963.8678772713, 8062476.056153502)","(238964.1313772713, 8062475.818153502)"
667,tile_20520_10944.tif,"[1023, 841, 1048, 872]","(238967.8543772713, 8062473.837653502)","(238968.06687727128, 8062473.5741535025)"
668,tile_20520_10944.tif,"[506, 540, 542, 561]","(238963.4598772713, 8062476.396153502)","(238963.76587727127, 8062476.217653503)"
669,tile_20520_10944.tif,"[1521, 966, 1550, 1011]","(238972.0873772713, 8062472.775153502)","(238972.33387727127, 8062472.3926535025)"
670,tile_20520_10944.tif,"[1280, 903, 1320, 951]","(238970.0388772713, 8062473.310653502)","(238970.3788772713, 8062472.902653502)"
671,tile_20520_12768.tif,"[1077, 672, 1118, 701]","(238983.81737727128, 8062475.274153503)","(238984.16587727127, 8062475.027653502)"
672,tile_20520_12768.tif,"[1750, 77, 1773, 104]","(238989.53787727127, 8062480.331653502)","(238989.73337727127, 8062480.102153502)"
673,tile_20520_12768.tif,"[1296, 900, 1336, 936]","(238985.67887727128, 8062473.336153503)","(238986.01887727127, 8062473.030153503)"
674,tile_20520_12768.tif,"[1230, 368, 1278, 402]","(238985.1178772713, 8062477.858153502)","(238985.52587727128, 8062477.569153503)"
675,tile_20520_12768.tif,"[589, 933, 636, 962]","(238979.66937727126, 8062473.055653502)","(238980.06887727126, 8062472.809153502)"
676,tile_20520_14592.tif,"[800, 26, 831, 68]","(238996.96687727128, 8062480.765153502)","(238997.23037727128, 8062480.408153502)"
677,tile_20520_14592.tif,"[1455, 600, 1502, 621]","(239002.53437727128, 8062475.886153502)","(239002.93387727128, 8062475.707653502)"
678,tile_20520_14592.tif,"[763, 156, 788, 177]","(238996.6523772713, 8062479.660153503)","(238996.8648772713, 8062479.481653502)"
679,tile_20520_14592.tif,"[840, 862, 883, 893]","(238997.3068772713, 8062473.659153502)","(238997.6723772713, 8062473.395653502)"
680,tile_20520_14592.tif,"[451, 917, 497, 951]","(238994.0003772713, 8062473.191653502)","(238994.3913772713, 8062472.902653502)"
681,tile_20520_16416.tif,"[782, 864, 818, 913]","(239012.31787727127, 8062473.642153502)","(239012.62387727128, 8062473.225653502)"
682,tile_20520_16416.tif,"[314, 589, 350, 620]","(239008.33987727127, 8062475.979653502)","(239008.64587727128, 8062475.716153502)"
683,tile_20520_16416.tif,"[1183, 82, 1204, 126]","(239015.72637727126, 8062480.289153502)","(239015.90487727127, 8062479.9151535025)"
684,tile_20520_16416.tif,"[1576, 112, 1599, 160]","(239019.06687727128, 8062480.034153502)","(239019.26237727128, 8062479.626153503)"
685,tile_20520_16416.tif,"[1482, 969, 1530, 1005]","(239018.26787727128, 8062472.749653502)","(239018.67587727128, 8062472.4436535025)"
686,tile_20520_1824.tif,"[955, 488, 988, 533]","(238889.75637727126, 8062476.838153502)","(238890.03687727128, 8062476.455653503)"
687,tile_20520_1824.tif,"[1288, 63, 1315, 93]","(238892.58687727127, 8062480.450653502)","(238892.81637727126, 8062480.195653502)"
688,tile_20520_1824.tif,"[1391, 790, 1427, 825]","(238893.46237727127, 8062474.271153502)","(238893.76837727128, 8062473.973653502)"
689,tile_20520_1824.tif,"[1637, 481, 1662, 519]","(238895.55337727128, 8062476.897653502)","(238895.76587727127, 8062476.574653503)"
690,tile_20520_1824.tif,"[1717, 506, 1742, 545]","(238896.23337727127, 8062476.685153502)","(238896.44587727127, 8062476.353653503)"
691,tile_20520_18240.tif,"[40, 783, 62, 817]","(239021.5148772713, 8062474.330653503)","(239021.7018772713, 8062474.041653502)"
692,tile_20520_18240.tif,"[23, 590, 70, 629]","(239021.3703772713, 8062475.971153502)","(239021.7698772713, 8062475.639653502)"
693,tile_20520_18240.tif,"[32, 731, 59, 766]","(239021.4468772713, 8062474.772653502)","(239021.6763772713, 8062474.475153502)"
694,tile_20520_18240.tif,"[16, 348, 54, 394]","(239021.3108772713, 8062478.028153502)","(239021.6338772713, 8062477.637153503)"
695,tile_20520_18240.tif,"[13, 472, 62, 493]","(239021.2853772713, 8062476.974153502)","(239021.7018772713, 8062476.795653502)"
696,tile_20520_3648.tif,"[737, 480, 777, 516]","(238903.40737727127, 8062476.906153502)","(238903.7473772713, 8062476.600153502)"
697,tile_20520_3648.tif,"[1116, 856, 1149, 888]","(238906.6288772713, 8062473.710153502)","(238906.90937727128, 8062473.4381535025)"
698,tile_20520_3648.tif,"[305, 349, 338, 396]","(238899.73537727128, 8062478.019653502)","(238900.01587727127, 8062477.620153503)"
699,tile_20520_3648.tif,"[1290, 787, 1311, 831]","(238908.10787727128, 8062474.296653503)","(238908.2863772713, 8062473.922653502)"
700,tile_20520_3648.tif,"[616, 363, 648, 400]","(238902.3788772713, 8062477.900653502)","(238902.65087727128, 8062477.586153503)"
701,tile_20520_5472.tif,"[634, 209, 671, 231]","(238918.03587727126, 8062479.209653502)","(238918.35037727127, 8062479.022653502)"
702,tile_20520_5472.tif,"[830, 402, 863, 430]","(238919.70187727126, 8062477.569153503)","(238919.98237727128, 8062477.331153503)"
703,tile_20520_5472.tif,"[1249, 103, 1288, 125]","(238923.26337727127, 8062480.110653502)","(238923.59487727127, 8062479.923653502)"
704,tile_20520_5472.tif,"[1116, 381, 1144, 422]","(238922.13287727127, 8062477.747653502)","(238922.37087727126, 8062477.399153503)"
705,tile_20520_5472.tif,"[821, 832, 858, 875]","(238919.62537727127, 8062473.914153502)","(238919.93987727127, 8062473.548653502)"
706,tile_20520_7296.tif,"[355, 99, 379, 122]","(238931.1683772713, 8062480.144653502)","(238931.3723772713, 8062479.9491535025)"
707,tile_20520_7296.tif,"[806, 87, 829, 107]","(238935.00187727128, 8062480.246653502)","(238935.19737727128, 8062480.076653502)"
708,tile_20520_7296.tif,"[1173, 403, 1220, 446]","(238938.12137727128, 8062477.560653502)","(238938.52087727128, 8062477.195153502)"
709,tile_20520_7296.tif,"[923, 222, 950, 262]","(238935.99637727128, 8062479.099153502)","(238936.2258772713, 8062478.759153502)"
710,tile_20520_7296.tif,"[158, 0, 178, 33]","(238929.49387727128, 8062480.986153502)","(238929.6638772713, 8062480.705653503)"
711,tile_20520_9120.tif,"[561, 673, 585, 702]","(238948.42337727128, 8062475.265653502)","(238948.62737727127, 8062475.019153502)"
712,tile_20520_9120.tif,"[1244, 545, 1285, 570]","(238954.22887727126, 8062476.353653503)","(238954.5773772713, 8062476.141153502)"
713,tile_20520_9120.tif,"[410, 914, 447, 954]","(238947.1398772713, 8062473.217153503)","(238947.45437727126, 8062472.877153502)"
714,tile_20520_9120.tif,"[1303, 174, 1335, 200]","(238954.73037727128, 8062479.507153503)","(238955.00237727127, 8062479.286153502)"
715,tile_20520_9120.tif,"[85, 948, 107, 993]","(238944.37737727127, 8062472.928153502)","(238944.56437727128, 8062472.545653502)"
716,tile_2052_0.tif,"[765, 201, 807, 239]","(238872.63737727128, 8062636.255653502)","(238872.99437727127, 8062635.932653503)"
717,tile_2052_0.tif,"[655, 491, 696, 530]","(238871.7023772713, 8062633.790653503)","(238872.05087727128, 8062633.459153502)"
718,tile_2052_0.tif,"[1312, 836, 1336, 870]","(238877.28687727128, 8062630.858153502)","(238877.49087727128, 8062630.569153503)"
719,tile_2052_0.tif,"[89, 154, 111, 187]","(238866.89137727127, 8062636.655153503)","(238867.07837727127, 8062636.374653502)"
720,tile_2052_0.tif,"[674, 20, 700, 55]","(238871.86387727127, 8062637.794153502)","(238872.0848772713, 8062637.496653503)"
